compound_name,lib_usi,Delta Mass,USI,Charge,Cosine,Matching Peaks,Unit Delta Mass,Dataset,Status,Query Filename,Query Scan,Index UnitPM,Index IdxInUnitPM
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2024-12-18_apatan_535e183c/raw/12042024/mzML/AP_2017.mzML:scan:1306,1,0.96,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124114
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2024-12-18_apatan_535e183c/raw/12042024/mzML/AP_2017.mzML:scan:1366,1,0.95,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124116
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1215.mzML:scan:2293,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1123193
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1208.mzML:scan:2538,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122907
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1214.mzML:scan:2942,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1125203
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1318.mzML:scan:2268,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122786
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1217.mzML:scan:1784,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122968
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1210.mzML:scan:2515,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1125307
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1203.mzML:scan:1497,1,0.95,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124918
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1225.mzML:scan:2359,1,0.95,7,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124981
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1223.mzML:scan:2860,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1126219
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2024-12-18_apatan_535e183c/raw/12042024/mzML/AP_2140.mzML:scan:1384,1,0.94,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124786
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1165.mzML:scan:1502,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1123489
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1253.mzML:scan:2271,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1125717
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1217.mzML:scan:2378,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122969
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1206.mzML:scan:1495,1,0.94,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1126268
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1211.mzML:scan:1594,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122754
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1245.mzML:scan:1481,1,0.94,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122357
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1214.mzML:scan:2479,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1125202
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1244.mzML:scan:2274,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1126260
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1205.mzML:scan:2354,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1124069
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1331.mzML:scan:1519,1,0.94,5,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1122909
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1252.mzML:scan:2283,1,0.94,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1125389
Ibuprofen_cadaverine,mzspec:GNPS:MULTIPLEX-SYNTHESIS-LIBRARY-ALL-PARTITION-6:accession:CCMSLIB00016273697,0.0,mzspec:MSV000094559:updates/2025-03-18_apatan_fc71856c/raw/03152025_jhonsnow/mzML/Hu_1160.mzML:scan:1487,1,0.93,6,0,MSV000094559,NoID,temp/queries/bc/bc521661629d47af928599b85e5dcf9a/bc521661629d47af928599b85e5dcf9a.mgf,1,291,1123701
